Gene ID	GeneCard Gene ID	Gene Symbol	Type	log2 (siGM312 / siNC12)	Pvalue(siGM312 / siNC12)	Qvalue (siGM312 / siNC12)	siNC_1 FPKM	siNC_2 FPKM	siST3_1 FPKM	siST3_2 FPKM	siNC_1 TPM	siNC_2 TPM	siST3_1 TPM	siST3_2 TPM
23135	23135	'KDM6B'	mRNA	0.900225947	5.52E-07	1.70E-05	2.41	2.07	4.49	4.1	5.54	4.56	10.59	9.42
23158	23158	'TBC1D9'	mRNA	0.405627943	0.005066475	0.043346511	8.07	8.57	10.68	12.02	18.59	18.9	25.18	27.59
23163	23163	'GGA3'	mRNA	0.506945482	7.50E-04	0.009117696	8.35	7.72	11.83	11.96	19.23	17.02	27.89	27.45
23169	23169	'SLC35D1'	mRNA	-0.643305252	1.38E-04	0.00221563	4.98	5.24	3.61	3.13	11.47	11.55	8.51	7.2
23174	23174	'ZCCHC14'	mRNA	0.436142902	0.003920206	0.035384215	5.14	4.58	7.66	6.24	11.85	10.1	18.05	14.32
23178	23178	'PASK'	mRNA	1.150627519	2.72E-08	1.11E-06	2.5	2.38	6.45	4.71	5.76	5.25	15.21	10.81
2318	2318	'FLNC'	mRNA	-0.469302585	9.03E-05	0.001532704	82.66	69.73	57.15	56.36	190.32	153.77	134.74	129.38
23204	23204	'ARL6IP1'	mRNA	0.490666736	1.06E-04	0.001778364	37.77	41.49	56.03	58.66	86.96	91.49	132.1	134.67
23213	23213	'SULF1'	mRNA	-0.598076492	8.78E-08	3.18E-06	595.25	597.55	443.51	376.29	1370.49	1317.63	1045.61	863.82
23214	23214	'XPO6'	mRNA	-0.656162526	6.82E-07	2.05E-05	36.88	34.96	21.37	24.25	84.92	77.09	50.38	55.68
23218	23218	'NBEAL2'	mRNA	0.587851157	0.005431604	0.045582266	1.31	1.15	1.92	1.85	3.01	2.53	4.52	4.25
23220	23220	'DTX4'	mRNA	1.340418196	5.58E-05	9.99E-04	0.46	0.53	1.41	1.17	1.06	1.17	3.33	2.68
23224	23224	'SYNE2'	mRNA	-0.616421488	0.004631056	0.040473781	1.12	1.17	1.2	1.34	2.57	2.58	2.83	3.08
23229	23229	'ARHGEF9'	mRNA	-0.513382832	0.004785854	0.041381467	4.11	4.42	3.09	2.82	9.47	9.74	7.29	6.48
23250	23250	'ATP11A'	mRNA	-0.445970136	0.00170822	0.018127667	8.92	8.2	5.73	6.77	20.53	18.08	13.51	15.55
2327	2327	'FMO2'	mRNA	-1.282100663	0.004882485	0.042047992	0.69	0.82	0.44	0.2	1.59	1.81	1.04	0.47
23300	23300	'ATMIN'	mRNA	-0.787437594	7.37E-08	2.71E-06	14.48	14.94	8.09	9.45	33.35	32.94	19.08	21.7
23327	23327	'NEDD4L'	mRNA	-0.809924933	0.002681089	0.026130569	1.23	1.06	0.76	0.6	2.83	2.33	1.8	1.38
2334	2334	'AFF2'	mRNA	1.955886808	1.23E-09	6.42E-08	0.15	0.18	0.62	0.72	0.35	0.4	1.46	1.66
23344	23344	'ESYT1'	mRNA	-1.078856642	1.19E-15	1.37E-13	59.3	53.71	25.11	29.94	136.53	118.44	59.21	68.73
23362	23362	'PSD3'	mRNA	0.475856947	6.52E-05	0.001152512	8.73	8.78	11.94	11.61	20.11	19.37	28.15	26.66
23381	23381	'SMG5'	mRNA	-0.434015797	0.00134184	0.014821239	21.89	19.21	15.27	16.08	50.41	42.35	36.01	36.92
23400	23400	'ATP13A2'	mRNA	0.565940349	5.97E-04	0.007577912	13.99	10.48	17.5	19.74	32.21	23.12	41.27	45.31
23413	23413	'NCS1'	mRNA	0.434196136	5.22E-04	0.006774632	16.68	15.5	22.25	22.55	38.39	34.17	52.46	51.77
23428	23428	'SLC7A8'	mRNA	-0.766185933	0.005910169	0.048816734	3.47	3.22	2.52	1.56	7.98	7.1	5.94	3.58
23433	23433	'RHOQ'	mRNA	-0.854529148	1.13E-13	1.04E-11	88.63	93.07	50.88	54.12	204.06	205.22	119.96	124.25
23446	23446	'SLC44A1'	mRNA	0.427744567	1.92E-04	0.002955372	44.01	48.73	63.96	65.66	101.33	107.45	150.78	150.74
23452	23452	'ANGPTL2'	mRNA	0.79100961	1.69E-08	7.27E-07	9.14	9.8	17.04	16.13	21.05	21.61	40.17	37.04
23471	23471	'TRAM1'	mRNA	-0.610564697	7.16E-08	2.64E-06	171.58	174.86	111.69	121.97	395.04	385.58	263.33	280.01
23492	23492	'CBX7'	mRNA	0.883287833	1.55E-05	3.21E-04	2.88	2.86	6.11	4.88	6.62	6.32	14.4	11.2
23499	23499	'MACF1'	mRNA	-0.640796563	1.12E-08	5.00E-07	52.12	48.89	31.2	33.81	119.99	107.81	73.57	77.61
23500	23500	'DAAM2'	mRNA	-1.586258024	2.01E-04	0.003070781	0.68	0.66	0.23	0.25	1.57	1.46	0.54	0.57
23510	23510	'KCTD2'	mRNA	-0.575335266	0.001012694	0.011710494	9.19	8.48	5.65	6.56	21.16	18.69	13.32	15.05
23557	23557	'SNAPIN'	mRNA	-0.793814832	2.14E-04	0.003245585	23.53	22.35	14.72	12.57	54.18	49.29	34.71	28.85
23558	23558	'WBP2'	mRNA	0.524379636	7.48E-05	0.001298935	48.67	49.39	79.65	65.5	112.07	108.91	187.79	150.35
23562	23562	'CLDN14'	mRNA	2.121244929	7.78E-19	1.28E-16	4.06	4.29	18.28	19.71	9.34	9.45	43.1	45.25
23564	23564	'DDAH2'	mRNA	-0.530603182	3.44E-04	0.004790405	52.5	49.74	38.2	33.31	120.87	109.69	90.05	76.46
23582	23582	'CCNDBP1'	mRNA	-1.36427622	1.04E-18	1.67E-16	27.77	29.99	10.51	12.68	63.94	66.13	24.77	29.11
23589	23589	'CARHSP1'	mRNA	-0.482173899	0.003335351	0.031205491	12.11	11.86	9.07	8.63	27.89	26.15	21.38	19.8
23600	23600	'AMACR'	mRNA	-0.764495451	4.91E-04	0.006434318	4.16	4.19	2.35	2.8	9.58	9.23	5.55	6.44
23607	23607	'CD2AP'	mRNA	-0.585371209	4.24E-05	7.88E-04	11.4	12.36	8.36	8.43	26.26	27.26	19.7	19.35
23621	23621	'BACE1'	mRNA	-0.473020908	4.88E-05	8.89E-04	30.03	28.88	22.12	21.56	69.15	63.68	52.16	49.49
23648	23648	'SSBP3'	mRNA	0.517569083	0.001258999	0.014048738	10.31	9.75	14.58	14.93	23.74	21.5	34.38	34.27
23657	23657	'SLC7A11'	mRNA	0.416677476	0.001215842	0.013679906	20.25	24.28	33.08	27.34	46.62	53.53	77.98	62.77
23660	23660	'ZKSCAN5'	mRNA	-0.54452009	0.004860031	0.041933579	4.74	4.91	3.61	3.09	10.91	10.84	8.5	7.1
23670	23670	'CEMIP2'	mRNA	1.136266452	2.01E-11	1.43E-09	11.68	10.77	20.72	29.84	26.9	23.74	48.86	68.49
23731	23731	'TMEM245'	mRNA	0.690627248	9.99E-10	5.32E-08	17.39	17.68	29.07	29.26	40.04	38.98	68.53	67.18
24137	24137	'KIF4A'	mRNA	-0.97665932	0.00191092	0.019838163	2.09	1.98	0.78	1.34	4.81	4.37	1.84	3.08
24145	24145	'PANX1'	mRNA	0.511241841	6.95E-04	0.008551996	14.93	16.89	21.86	26.77	34.38	37.25	51.54	61.45
245972	245972	'ATP6V0D2'	mRNA	2.069123941	0.001864498	0.019418274	0.14	0.41	1.65	0.71	0.31	0.9	3.9	1.62
2475	2475	'MTOR'	mRNA	0.437922656	4.20E-04	0.005685059	9.87	9.04	13.43	12.86	22.73	19.94	31.66	29.52
2483	2483	'FRG1'	mRNA	-0.727974986	2.67E-04	0.003890719	29.81	32.44	19.25	20.07	68.64	71.54	45.37	46.08
2530	2530	'FUT8'	mRNA	0.423854764	1.51E-04	0.002404076	44.27	46.52	62.9	62.97	101.94	102.59	148.28	144.55
2533	2533	'FYB1'	mRNA	2.391640748	0.00132768	0.014714062	0.06	0.1	0.38	0.37	0.15	0.21	0.91	0.85
253430	253430	'IPMK'	mRNA	0.974600972	4.63E-07	1.45E-05	1.91	2.28	4.54	3.92	4.41	5.02	10.7	8.99
253827	253827	'MSRB3'	mRNA	-0.642434259	3.75E-07	1.21E-05	71.41	67.2	42.42	52.3	164.42	148.18	100.02	120.06
253980	253980	'KCTD13'	mRNA	0.663292842	0.002674568	0.026082658	5.73	6.15	9.58	8.97	13.18	13.57	22.58	20.59
255928	255928	'SYT14'	mRNA	0.477494411	0.00173949	0.018399415	2.39	2.46	3.32	3.39	5.5	5.42	7.83	7.78
256691	256691	'MAMDC2'	mRNA	-0.807848508	3.87E-04	0.005300573	4.76	4.23	2.73	2.66	10.95	9.33	6.43	6.12
257019	257019	'FRMD3'	mRNA	1.290536577	4.52E-04	0.00602089	0.45	0.56	2.24	1.95	1.04	1.23	5.29	4.47
25802	25802	'LMOD1'	mRNA	-1.075008476	1.57E-06	4.27E-05	8.54	6.77	4.66	2.86	19.65	14.94	11	6.56
25804	25804	'LSM4'	mRNA	-0.616952955	1.59E-04	0.002500751	33.46	33.18	19.83	24.86	77.03	73.16	46.75	57.07
2581	2581	'GALC'	mRNA	0.502514584	3.15E-04	0.004467976	10.95	11.58	17.05	15.89	25.21	25.52	40.19	36.48
25829	25829	'TMEM184B'	mRNA	0.635701936	3.60E-07	1.16E-05	46.01	41.29	66.52	73.11	105.94	91.06	156.82	167.84
25851	25851	'TECPR1'	mRNA	0.433999301	0.00206829	0.021094482	9.59	9.32	12.26	13.11	22.08	20.55	28.9	30.09
25878	25878	'MXRA5'	mRNA	-1.045434294	5.96E-14	5.66E-12	9.72	8.52	4.8	4.32	22.38	18.79	11.32	9.92
2589	2589	'GALNT1'	mRNA	0.499430585	2.24E-04	0.003353114	50.85	49.58	65.28	80.99	117.08	109.32	153.91	185.93
2590	2590	'GALNT2'	mRNA	0.457637618	4.84E-05	8.84E-04	94.29	87.24	125.46	131.34	217.1	192.36	295.79	301.51
25903	25903	'OLFML2B'	mRNA	0.880203843	3.36E-04	0.004708812	2.19	1.99	3.85	4.17	5.05	4.38	9.08	9.58
25907	25907	'TMEM158'	mRNA	1.870259845	3.31E-29	1.38E-26	22.63	20.39	68.48	93.25	52.11	44.96	161.45	214.08
25923	25923	'ATL3'	mRNA	-1.701320791	3.05E-06	7.64E-05	36.01	36.06	8.64	14.06	82.91	79.51	20.36	32.28
259266	259266	'ASPM'	mRNA	-1.504372319	1.88E-11	1.35E-09	4.1	3.45	0.99	1.78	9.45	7.61	2.32	4.08
259307	259307	'IL4I1'	mRNA	1.315450091	9.34E-04	0.010921968	1.24	1.51	4.47	2.57	2.85	3.34	10.54	5.91
25932	25932	'CLIC4'	mRNA	-0.750980107	5.02E-10	2.80E-08	762.25	751.8	424.94	500.96	1755.01	1657.76	1001.84	1150.01
25938	25938	'HEATR5A'	mRNA	-1.129486505	2.47E-12	1.94E-10	15.88	15.19	6.13	8.47	36.56	33.49	14.45	19.43
25943	25943	'DNAAF9'	mRNA	0.618186505	1.42E-05	2.95E-04	6.09	5.71	9.68	8.64	14.03	12.58	22.82	19.83
25946	25946	'ZNF385A'	mRNA	0.990636951	0.001098655	0.01258805	1.84	1.68	3.76	3.42	4.24	3.71	8.87	7.84
25966	25966	'C2CD2'	mRNA	0.411939119	0.001669581	0.017831631	9.25	8.82	12.58	11.56	21.29	19.44	29.67	26.55
25976	25976	'TIPARP'	mRNA	0.441367435	8.59E-04	0.010224491	14.73	14.05	20.25	20.07	33.93	30.99	47.75	46.08
25978	25978	'CHMP2B'	mRNA	-0.513371214	1.97E-04	0.003013339	26.45	28.58	19.49	20.24	60.89	63.02	45.96	46.46
26009	26009	'ZZZ3'	mRNA	-0.847849895	3.01E-09	1.47E-07	8.83	9.02	5.26	5	20.33	19.88	12.41	11.48
26010	26010	'SPATS2L'	mRNA	-0.58912221	1.91E-06	5.06E-05	46.46	49.23	33.88	33.81	106.96	108.55	79.87	77.62
26011	26011	'TENM4'	mRNA	0.835496269	7.37E-11	4.68E-09	4.28	4.84	8.3	8.47	9.87	10.68	19.56	19.45
26018	26018	'LRIG1'	mRNA	0.910618241	3.38E-12	2.58E-10	16.62	16.42	30.09	34.41	38.27	36.21	70.94	78.99
26031	26031	'OSBPL3'	mRNA	-0.778135955	3.98E-08	1.56E-06	10.28	10.43	5.89	6.54	23.68	22.99	13.88	15.02
26112	26112	'CCDC69'	mRNA	-0.592438873	0.001913225	0.019849405	7.57	6.96	4.56	5.35	17.42	15.34	10.75	12.29
26136	26136	'TES'	mRNA	-0.726178006	2.75E-06	6.99E-05	21.17	21.41	12.12	14.38	48.75	47.2	28.58	33.01
26146	26146	'TRAF3IP1'	mRNA	-0.481754826	0.004300848	0.038100262	7.24	7.42	5.46	5.36	16.68	16.36	12.87	12.31
2617	2617	'GARS1'	mRNA	-0.480597941	1.37E-05	2.89E-04	218.76	232.92	162.6	169.83	503.68	513.6	383.34	389.87
261726	261726	'TIPRL'	mRNA	-1.447550924	2.09E-16	2.60E-14	23.9	24.31	10.25	15.8	55.02	53.6	24.18	36.27
2619	2619	'GAS1'	mRNA	-1.534809921	3.13E-12	2.42E-10	6.3	6.49	2.44	2.11	14.5	14.31	5.76	4.84
262	262	'AMD1'	mRNA	-0.499423953	2.93E-04	0.004205752	21.63	20.3	14.86	15.69	49.8	44.77	35.03	36.02
26207	26207	'PITPNC1'	mRNA	1.004156312	8.91E-07	2.60E-05	2.31	2.18	4.01	5.4	5.31	4.81	9.46	12.41
26224	26224	'FBXL3'	mRNA	-0.657231158	2.63E-06	6.72E-05	18.11	18.42	12.29	11.43	41.69	40.62	28.98	26.25
26227	26227	'PHGDH'	mRNA	-0.772023005	7.01E-09	3.30E-07	47.9	51.1	29.45	30.24	110.28	112.68	69.44	69.43
26229	26229	'B3GAT3'	mRNA	0.750814419	1.10E-06	3.11E-05	21.94	20.62	37.26	36.47	50.52	45.46	87.84	83.71
26258	26258	'BLOC1S6'	mRNA	-1.518992712	1.12E-22	2.71E-20	34.52	33.99	10.54	14	79.49	74.94	24.85	32.14
26262	26262	'TSPAN17'	mRNA	0.414654245	0.002474744	0.024509202	26.86	23.52	34.42	34.59	61.84	51.86	81.14	79.4
26278	26278	'SACS'	mRNA	0.542092502	1.97E-04	0.003013459	5.12	4.92	6.68	8.33	11.79	10.84	15.74	19.13
26284	26284	'ERAL1'	mRNA	-0.726599351	4.68E-05	8.58E-04	17	16.6	10.08	10.75	39.14	36.61	23.77	24.67
26298	26298	'EHF'	mRNA	3.562181963	9.78E-13	8.23E-11	0.09	0.11	0.98	1.43	0.2	0.24	2.31	3.29
26471	26471	'NUPR1'	mRNA	-0.66140479	2.25E-06	5.85E-05	26.45	29.28	20.54	15.84	60.9	64.57	48.41	36.37
2650	2650	'GCNT1'	mRNA	-1.050793385	2.76E-12	2.15E-10	9.59	9.42	4.95	4.49	22.07	20.78	11.67	10.3
26503	26503	'SLC17A5'	mRNA	-0.432847613	6.13E-04	0.007707737	44.27	48.83	38.26	32.87	101.94	107.67	90.19	75.46
26505	26505	'CNNM3'	mRNA	0.530144254	0.0047497	0.041134529	3.22	3.1	4.87	4.33	7.41	6.83	11.48	9.95
26575	26575	'RGS17'	mRNA	0.617970007	0.001948005	0.020158748	4.97	5.91	9.36	7.79	11.45	13.04	22.07	17.88
26586	26586	'CKAP2'	mRNA	-0.587446275	1.42E-04	0.002277442	12.96	12.96	8.67	9.44	29.83	28.58	20.43	21.67
2664	2664	'GDI1'	mRNA	0.57121525	4.47E-06	1.07E-04	48.63	47.63	70.34	76.94	111.97	105.03	165.84	176.63
266722	266722	'HS6ST3'	mRNA	2.323188674	1.17E-05	2.53E-04	0.14	0.06	0.35	0.66	0.31	0.14	0.81	1.52
2668	2668	'GDNF'	mRNA	0.799270286	4.93E-05	8.95E-04	5.5	6.48	11.58	11.1	12.67	14.29	27.3	25.48
2669	2669	'GEM'	mRNA	1.215986433	3.48E-10	1.99E-08	5.72	6.3	15.94	13.05	13.18	13.89	37.58	29.96
267004	267004	'PGBD3'	mRNA	6.115484404	6.04E-04	0.007624822	0	0	0.24	0.54	0	0	0.58	1.23
2683	2683	'B4GALT1'	mRNA	-0.725555318	4.38E-08	1.70E-06	185	182.26	100.48	125.22	425.96	401.9	236.9	287.47
26958	26958	'COPG2'	mRNA	0.467353678	0.004000088	0.035965375	8.24	8.12	12.39	10.94	18.96	17.91	29.21	25.12
26959	26959	'HBP1'	mRNA	-0.741235083	2.30E-06	5.96E-05	23.4	28.06	14.62	17.22	53.87	61.87	34.47	39.54
26960	26960	'NBEA'	mRNA	1.086830243	4.38E-05	8.09E-04	0.51	0.5	1.28	1.05	1.17	1.1	3.02	2.4
26985	26985	'AP3M1'	mRNA	-0.609268211	1.53E-04	0.002433019	14.17	15.08	8.51	11.26	32.62	33.26	20.06	25.84
26994	26994	'RNF11'	mRNA	-0.700722043	9.28E-09	4.24E-07	55.31	53.25	33.29	35.51	127.35	117.41	78.48	81.52
27010	27010	'TPK1'	mRNA	-1.629509633	1.27E-07	4.44E-06	4.5	4.12	1.17	1.64	10.37	9.09	2.75	3.76
27018	27018	'BEX3'	mRNA	-0.646995117	3.03E-05	5.82E-04	116.74	123.98	69.35	88.27	268.79	273.37	163.51	202.63
27063	27063	'ANKRD1'	mRNA	-1.827444045	1.23E-29	5.28E-27	46.13	39.65	11.66	13.23	106.21	87.43	27.49	30.38
27069	27069	'GHITM'	mRNA	-0.604436995	1.91E-06	5.06E-05	92.67	96.57	59.36	68.74	213.36	212.95	139.95	157.81
27075	27075	'TSPAN13'	mRNA	1.054452056	1.01E-04	0.001698836	5.48	5.1	8.06	14.5	12.62	11.25	19.01	33.28
2710	2710	'GK'	mRNA	1.387245164	3.49E-14	3.42E-12	3.59	4.06	9.18	11.47	8.26	8.96	21.64	26.34
27129	27129	'HSPB7'	mRNA	-0.626741733	0.004464069	0.039306972	8.47	7.31	5.63	4.91	19.49	16.12	13.27	11.28
27154	27154	'BRPF3'	mRNA	0.462480221	8.63E-04	0.010243967	9.02	8.03	12.08	12.82	20.77	17.71	28.49	29.44
27161	27161	'AGO2'	mRNA	0.631106532	1.70E-06	4.60E-05	4.93	4.35	7.29	7.55	11.36	9.59	17.18	17.34
27230	27230	'SERP1'	mRNA	-0.554046786	1.16E-04	0.001923618	41.97	46.6	27.77	34.28	96.64	102.75	65.47	78.69
27236	27236	'ARFIP1'	mRNA	-0.578618039	1.29E-04	0.002103026	14.51	14.38	10.86	9.29	33.41	31.72	25.6	21.33
27248	27248	'ERLEC1'	mRNA	0.458307161	8.52E-05	0.00145532	54.64	57.61	82.93	76.65	125.8	127.04	195.52	175.95
27286	27286	'SRPX2'	mRNA	0.689680253	7.40E-09	3.46E-07	16.02	17.17	27.05	28.09	36.89	37.86	63.78	64.49
27303	27303	'RBMS3'	mRNA	-0.789648932	1.92E-06	5.09E-05	5.43	6.14	2.99	3.77	12.5	13.53	7.05	8.66
2731	2731	'GLDC'	mRNA	1.75272767	1.29E-05	2.73E-04	0.43	0.4	1.32	1.53	0.98	0.87	3.11	3.52
27314	27314	'RAB30'	mRNA	-0.416005486	0.00517978	0.044153143	4.65	5.35	4.01	3.73	10.69	11.79	9.44	8.56
27342	27342	'RABGEF1'	mRNA	-0.430771622	8.37E-04	0.010000933	20.45	20.85	16	15.13	47.08	45.98	37.72	34.73
2736	2736	'GLI2'	mRNA	0.980803796	9.19E-10	4.91E-08	3.41	3.15	6.38	7.01	7.86	6.94	15.04	16.1
2739	2739	'GLO1'	mRNA	-0.409358074	0.001830975	0.019130456	60.24	66.53	46.56	51.7	138.69	146.71	109.76	118.69
2744	2744	'GLS'	mRNA	-0.564764059	1.43E-06	3.93E-05	91.27	82.16	58.84	62.21	210.14	181.16	138.71	142.81
2746	2746	'GLUD1'	mRNA	-0.688834962	1.64E-06	4.45E-05	57.45	57.34	32.05	41.23	132.27	126.44	75.57	94.65
2790	2790	'GNG10'	mRNA	-1.659095475	4.74E-19	7.94E-17	67.71	74.63	18.55	27.72	155.9	164.56	43.72	63.64
2791	2791	'GNG11'	mRNA	0.879820829	2.84E-09	1.40E-07	37.38	45.03	69.17	86.76	86.06	99.3	163.07	199.17
2801	2801	'GOLGA2'	mRNA	0.420925256	6.80E-04	0.008425578	35.01	31.63	44.16	47.6	80.62	69.74	104.12	109.28
2817	2817	'GPC1'	mRNA	-0.406266153	0.00151129	0.016435026	67.29	55.84	48.37	47.44	154.92	123.13	114.04	108.91
2820	2820	'GPD2'	mRNA	-1.080511623	1.01E-09	5.35E-08	5.52	5.96	2.59	3	12.71	13.14	6.11	6.89
2825	2825	'CMKLR2'	mRNA	-0.855611922	1.59E-10	9.47E-09	41.52	44.6	24.22	24.42	95.59	98.34	57.1	56.07
2828	2828	'GPR4'	mRNA	0.654578946	0.002013771	0.020664335	5.07	4.18	6.6	8.38	11.68	9.22	15.55	19.23
283149	283149	'BCL9L'	mRNA	0.404714816	7.66E-04	0.009277841	17.62	16.4	24.54	21.98	40.57	36.16	57.86	50.46
283208	283208	'P4HA3'	mRNA	1.084919819	2.74E-08	1.12E-06	9.67	13.76	22.22	28.86	22.26	30.35	52.38	66.25
283209	283209	'PGM2L1'	mRNA	0.836755337	6.04E-06	1.42E-04	4.27	3.79	6.04	8.75	9.84	8.37	14.24	20.08
283219	283219	'KCTD21'	mRNA	0.636472321	4.47E-04	0.005980298	4.35	4.33	7.4	6.86	10.01	9.55	17.44	15.74
283373	283373	'ANKRD52'	mRNA	0.43351483	0.0035557	0.032804917	20.77	18.99	23.8	31.36	47.81	41.88	56.11	71.98
283383	283383	'ADGRD1'	mRNA	-1.689076579	2.88E-04	0.00414751	0.8	0.71	0.25	0.2	1.84	1.57	0.59	0.46
283464	283464	'GXYLT1'	mRNA	-0.628738953	0.001935818	0.020058186	3.33	3.21	1.84	2.51	7.67	7.09	4.34	5.77
283578	283578	'TMED8'	mRNA	-0.801037228	7.49E-05	0.001298935	4.15	3.88	1.93	2.81	9.56	8.56	4.55	6.45
283991	283991	'UBALD2'	mRNA	0.698118524	0.003465476	0.032118419	6.12	6.58	11.49	9.76	14.1	14.51	27.09	22.41
284	284	'ANGPT1'	mRNA	-0.697262415	2.78E-05	5.44E-04	10.49	9.8	5.86	7.02	24.16	21.61	13.8	16.12
284021	284021	'MILR1'	mRNA	0.646132722	0.003548161	0.032772582	7.15	8.42	12.88	12.24	16.46	18.56	30.36	28.1
284266	284266	'SIGLEC15'	mRNA	1.489358482	5.71E-06	1.35E-04	1.12	0.83	2.84	2.8	2.57	1.83	6.7	6.42
284274	284274	'SMIM21'	mRNA	2.038198913	0.002938704	0.02801944	0.08	0.08	0.29	0.19	0.19	0.17	0.68	0.43
285527	285527	'FRYL'	mRNA	0.429393112	6.57E-04	0.008181871	5.82	5.75	8.29	7.53	13.39	12.68	19.54	17.29
285590	285590	'SH3PXD2B'	mRNA	0.951471147	5.49E-18	8.26E-16	27.56	25.91	52.3	52.93	63.46	57.14	123.3	121.52
285598	285598	'ARL10'	mRNA	-0.703071615	1.02E-05	2.23E-04	5.06	5.24	3.12	3.87	11.65	11.55	7.35	8.88
285704	285704	'RGMB'	mRNA	0.414058927	0.002933482	0.02798607	42.93	43.71	52.15	66.14	98.85	96.38	122.95	151.83
285761	285761	'DCBLD1'	mRNA	0.765169223	3.90E-07	1.25E-05	18.51	15.41	27.33	32.61	42.61	33.97	64.43	74.86
286451	286451	'YIPF6'	mRNA	-0.916793274	3.84E-10	2.17E-08	12.22	12.79	7.52	6.49	28.14	28.2	17.72	14.91
287	287	'ANK2'	mRNA	-0.410718503	0.003121918	0.029472286	9.22	9.99	8.12	6.77	21.22	22.03	19.15	15.55
2872	2872	'MKNK2'	mRNA	-0.657057808	7.41E-05	0.00128933	16.37	16.08	11.85	9.55	37.68	35.46	27.93	21.93
2889	2889	'RAPGEF1'	mRNA	0.497608629	1.53E-04	0.002423771	13.04	11.61	18.71	16.71	30.03	25.61	44.11	38.35
2892	2892	'GRIA3'	mRNA	0.732598022	2.90E-04	0.004161769	2.78	4.24	5.64	6.39	6.4	9.36	13.29	14.66
28951	28951	'TRIB2'	mRNA	0.567799146	7.15E-05	0.001249754	10.19	9.39	14.49	15.42	23.46	20.72	34.16	35.4
28962	28962	'OSTM1'	mRNA	0.448703318	2.51E-04	0.00368583	28.46	28.97	38.38	42.33	65.54	63.87	90.48	97.18
28996	28996	'HIPK2'	mRNA	0.71548083	1.34E-10	8.17E-09	11.41	10.91	19.29	18.48	26.28	24.05	45.47	42.42
290	290	'ANPEP'	mRNA	1.008940628	4.74E-12	3.56E-10	84.06	74.62	142.02	186.41	193.53	164.54	334.83	427.93
29028	29028	'ATAD2'	mRNA	-0.667885405	0.001705335	0.018122674	3.36	3.69	2.22	2.61	7.73	8.14	5.24	5.98
2903	2903	'GRIN2A'	mRNA	2.678969841	4.80E-05	8.76E-04	0.03	0.04	0.2	0.26	0.07	0.09	0.48	0.6
29094	29094	'LGALSL'	mRNA	-0.769871393	0.003748057	0.034095567	2.62	2.45	1.54	1.53	6.03	5.4	3.63	3.51
29127	29127	'RACGAP1'	mRNA	-0.773943924	4.79E-04	0.006295266	9.68	9.57	4.42	7.2	22.28	21.11	10.43	16.52
2919	2919	'CXCL1'	mRNA	1.989101157	6.32E-66	1.28E-62	142.8	162.08	612.8	633.35	328.79	357.39	1444.74	1453.94
2920	2920	'CXCL2'	mRNA	1.72462843	1.02E-09	5.42E-08	6.15	7.76	31	16.52	14.17	17.11	73.08	37.93
2926	2926	'GRSF1'	mRNA	-0.520936269	2.98E-05	5.75E-04	36.55	35.98	25.93	26.49	84.16	79.35	61.13	60.8
2937	2937	'GSS'	mRNA	-1.27341022	7.34E-16	8.46E-14	29.38	28.17	11.76	12.71	67.63	62.13	27.74	29.17
2944	2944	'GSTM1'	mRNA	-0.606191535	1.15E-04	0.00191313	41.34	44.53	29.95	28.17	95.17	98.18	70.61	64.66
29763	29763	'PACSIN3'	mRNA	-0.831127934	0.004875627	0.042023509	4.73	4.92	2.47	3.11	10.9	10.86	5.82	7.15
29767	29767	'TMOD2'	mRNA	0.826465526	1.06E-09	5.60E-08	4.78	4.79	9.3	8.22	11	10.57	21.92	18.86
29843	29843	'SENP1'	mRNA	-0.864263504	8.45E-05	0.001446614	3.67	3.64	2.24	1.87	8.45	8.03	5.27	4.3
29946	29946	'SERTAD3'	mRNA	-0.798982065	0.004352073	0.038491086	9.35	8.22	4.35	6.05	21.53	18.12	10.25	13.88
29953	29953	'TRHDE'	mRNA	1.277204354	0.001312125	0.014551596	0.45	0.48	0.76	1.41	1.05	1.06	1.8	3.23
29956	29956	'CERS2'	mRNA	-1.593584782	1.44E-20	2.98E-18	66.66	64	17.9	26.54	153.49	141.12	42.2	60.93
29968	29968	'PSAT1'	mRNA	-1.211682507	1.74E-18	2.70E-16	66.08	78.62	34.9	29.52	152.13	173.36	82.29	67.77
29969	29969	'MDFIC'	mRNA	-1.754311534	5.50E-32	2.71E-29	24.65	25.83	6.7	9.1	56.74	56.95	15.79	20.89
29994	29994	'BAZ2B'	mRNA	0.469254204	0.00327337	0.030688082	3.69	4.27	5.45	5.9	8.51	9.42	12.84	13.54
29995	29995	'LMCD1'	mRNA	-1.465717402	2.45E-12	1.93E-10	6.45	5.56	2.16	2.42	14.85	12.26	5.1	5.56
30001	30001	'ERO1A'	mRNA	0.750048195	2.08E-11	1.46E-09	27.5	27.54	48.19	47.1	63.31	60.73	113.6	108.13
30011	30011	'SH3KBP1'	mRNA	0.43446637	4.86E-04	0.006380661	22.41	23.12	33.01	32.1	51.6	50.97	77.81	73.68
3005	3005	'H1-0'	mRNA	-0.459708599	9.75E-04	0.011334371	48.47	46.61	39.72	31.65	111.6	102.78	93.65	72.65
