ID	name	label	UP/DOWN	statistic	p.value	FDRp.value	type
N-hsa04020-47	Calcium signaling pathway: PLCB1	PLCB1	UP	4.94537681664405	1.51364079654298e-06	2.9590651941242e-06	gene
N-hsa04020-48	Calcium signaling pathway: ORAI2	ORAI2	UP	11.9266641257163	1.37509220372717e-25	9.64897843859691e-25	gene
N-hsa04020-50	Calcium signaling pathway: CACNA1C	CACNA1C	UP	2.60271554938189	0.0098816571839616	0.0131592785556277	gene
N-hsa04020-51	Calcium signaling pathway: CACNA1A	CACNA1A	UP	3.61741314762325	0.000369556336953495	0.000590205447508375	gene
N-hsa04020-52	Calcium signaling pathway: CYSLTR1	CYSLTR1	DOWN	-10.7710316107387	5.59982757867841e-22	3.27386715085223e-21	gene
N-hsa04020-54	Calcium signaling pathway: TNNC2	TNNC2	DOWN	-6.31550541313029	1.48446168470069e-09	3.73100317268977e-09	gene
N-hsa04020-57	Calcium signaling pathway: ADCY1*	ADCY1*	UP	0.976768582767246	0.329763208650018	0.360253818819314	gene
N-hsa04020-58	Calcium signaling pathway: ATP2A1	ATP2A1	UP	11.7616535193789	4.56012972105861e-25	3.08467662592438e-24	gene
N-hsa04020-59	Calcium signaling pathway: CHRM1	CHRM1	DOWN	-10.9200919537746	1.94038326011293e-22	1.1452138308735e-21	gene
N-hsa04020-60	Calcium signaling pathway: PLN	PLN	DOWN	-5.40301221443887	1.70686449263889e-07	3.68908726405542e-07	gene
N-hsa04020-61	Calcium signaling pathway: PRKACA	PRKACA	UP	3.34492251247436	0.000968509434439596	0.00143896144235421	gene
N-hsa04020-62	Calcium signaling pathway: GNAL	GNAL	UP	3.44690006344459	0.00067996191444063	0.00106429567380147	gene
N-hsa04020-63	Calcium signaling pathway: CACNA1I	CACNA1I	UP	4.66105488946374	5.46872816528181e-06	1.02454004256246e-05	gene
N-hsa04020-65	Calcium signaling pathway: ATP2B1	ATP2B1	DOWN	-6.99696339612426	3.15436707900614e-11	8.79790422260571e-11	gene
N-hsa04020-67	Calcium signaling pathway: STIM2	STIM2	DOWN	-5.22813706286721	3.99470282335431e-07	8.33944990338279e-07	gene
N-hsa04020-10 11 55	Calcium signaling pathway: VDAC1 PPIF SLC25A4	VDAC1 PPIF SLC25A4	UP	8.62617037003523	1.30809636693717e-15	4.77301280241838e-15	gene
N-hsa04020-9 53	Calcium signaling pathway: NOS1 CALML6	NOS1 CALML6	DOWN	-3.63960749482087	0.000340790306330388	0.000544544634252292	gene
N-hsa04020-25 53	Calcium signaling pathway: CAMK4 CALML6	CAMK4 CALML6	DOWN	-4.410338216307	1.61921528716914e-05	2.90204924192724e-05	gene
N-hsa04020-26 53	Calcium signaling pathway: PPP3CA CALML6	PPP3CA CALML6	DOWN	-3.61278151879229	0.000375840859291085	0.000596708689578347	gene
N-hsa04020-45 53	Calcium signaling pathway: PHKA1 CALML6	PHKA1 CALML6	UP	0.339857305648734	0.734290244685555	0.753233402974119	gene
N-hsa04020-7	Calcium signaling pathway: ADCY1	ADCY1	DOWN	-1.07623008552921	0.283010465909355	0.311869589631502	gene
N-hsa04020-64	Calcium signaling pathway: Sodium cation*	Sodium cation*	UP	-8	1	1	compound
N-hsa04020-12	Calcium signaling pathway: Sodium cation	Sodium cation	UP	-8	1	1	compound
N-hsa04020-18	Calcium signaling pathway: ATP	ATP	UP	8.68989772907676	8.62769757879894e-16	3.18367686384829e-15	compound
N-hsa04020-17	Calcium signaling pathway: NADH	NADH	UP	-8	1	1	compound
N-hsa04020-15	Calcium signaling pathway: Nicotinic acid adenine dinucleotide phosphate	Nicotinic acid adenine dinucleotide phosphate	UP	-8	1	1	compound
N-hsa04020-22	Calcium signaling pathway: 3,5-Cyclic AMP	3,5-Cyclic AMP	UP	-8	1	1	compound
N-hsa04020-16	Calcium signaling pathway: Sphingosine 1-phosphate	Sphingosine 1-phosphate	UP	-8	1	1	compound
N-hsa04020-42	Calcium signaling pathway: MYLK4	MYLK4	DOWN	-19.8286163683879	9.38076705884914e-51	7.46011513667195e-49	gene
N-hsa04020-8	Calcium signaling pathway: PDE1A	PDE1A	DOWN	-23.2818183915665	4.07418512586787e-61	2.10601419464653e-58	gene
N-hsa04022-2	cGMP-PKG signaling pathway: PPP1R12A	PPP1R12A	UP	3.18770822760877	0.00164398856501529	0.00238653430114436	gene
N-hsa04022-4	cGMP-PKG signaling pathway: Nitric oxide	Nitric oxide	UP	-8	1	1	compound
N-hsa04022-5	cGMP-PKG signaling pathway: NPR1	NPR1	DOWN	-18.5279756902608	1.05059961638607e-46	4.82731068180946e-45	gene
N-hsa04022-6	cGMP-PKG signaling pathway: 3,5-Cyclic GMP	3,5-Cyclic GMP	UP	-8	1	1	compound
N-hsa04022-7	cGMP-PKG signaling pathway: PRKG1	PRKG1	DOWN	-2.13230199049687	0.0340972489886669	0.0430939762584964	gene
N-hsa04022-8	cGMP-PKG signaling pathway: GUCY1A2	GUCY1A2	DOWN	-6.63247553058297	2.55176905255602e-10	6.69569519162647e-10	gene
N-hsa04022-11	cGMP-PKG signaling pathway: KCNMB2	KCNMB2	DOWN	-12.9457161468565	7.85764166620567e-29	7.44136660388912e-28	gene
N-hsa04022-13	cGMP-PKG signaling pathway: Atrial natriuretic peptide	Atrial natriuretic peptide	UP	-8	1	1	compound
N-hsa04022-14	cGMP-PKG signaling pathway: Brain natriuretic peptide	Brain natriuretic peptide	UP	-8	1	1	compound
N-hsa04022-15	cGMP-PKG signaling pathway: C-Type natriuretic peptide	C-Type natriuretic peptide	UP	-8	1	1	compound
N-hsa04022-16	cGMP-PKG signaling pathway: NPR2	NPR2	DOWN	-14.1495158011787	1.0606188674151e-32	1.41180661686178e-31	gene
N-hsa04022-17	cGMP-PKG signaling pathway: MRVI1	MRVI1	DOWN	-9.41903758267766	6.70709699122546e-18	2.89118294903207e-17	gene
N-hsa04022-20	cGMP-PKG signaling pathway: RGS2	RGS2	DOWN	-13.8183394405196	1.23757301298252e-31	1.43757779017426e-30	gene
N-hsa04022-21	cGMP-PKG signaling pathway: ADRA1D	ADRA1D	DOWN	-7.20466485961156	9.30191655751073e-12	2.70636906220634e-11	gene
N-hsa04022-22	cGMP-PKG signaling pathway: PLCB1	PLCB1	UP	4.94537681664405	1.51364079654298e-06	2.9590651941242e-06	gene
N-hsa04022-24	cGMP-PKG signaling pathway: RHOA	RHOA	UP	3.71982684364043	0.00025345394149776	0.000410596709091305	gene
N-hsa04022-25	cGMP-PKG signaling pathway: ROCK1	ROCK1	DOWN	-4.43381097948115	1.4655488832579e-05	2.63196286127641e-05	gene
N-hsa04022-26	cGMP-PKG signaling pathway: D-myo-Inositol 1,4,5-trisphosphate	D-myo-Inositol 1,4,5-trisphosphate	UP	-8	1	1	compound
N-hsa04022-27	cGMP-PKG signaling pathway: GNA11	GNA11	DOWN	-4.9192953635744	1.7068938570265e-06	3.31907918342801e-06	gene
N-hsa04022-29	cGMP-PKG signaling pathway: PPP3CA	PPP3CA	DOWN	-3.61278151879229	0.000375840859291085	0.000596708689578347	gene
N-hsa04022-40	cGMP-PKG signaling pathway: RAF1	RAF1	UP	1.70551035898805	0.0895194519904884	0.108048930046419	gene
N-hsa04022-42	cGMP-PKG signaling pathway: MAP2K1	MAP2K1	UP	4.10318532301149	5.75211886031687e-05	9.83743956177159e-05	gene
N-hsa04022-52	cGMP-PKG signaling pathway: OPRD1	OPRD1	UP	4.71405423785352	4.32264888901739e-06	8.16237170732872e-06	gene
N-hsa04022-53	cGMP-PKG signaling pathway: PIK3R5	PIK3R5	UP	1.28646020567782	0.199643007157054	0.224915650816419	gene
N-hsa04022-54	cGMP-PKG signaling pathway: AKT3	AKT3	UP	3.37884951250964	0.000861773170517688	0.00130221168738641	gene
N-hsa04022-55	cGMP-PKG signaling pathway: NOS3	NOS3	DOWN	-3.65371467004194	0.000323616836169807	0.0005181712015388	gene
N-hsa04022-56	cGMP-PKG signaling pathway: Nitric oxide*	Nitric oxide*	UP	-8	1	1	compound
N-hsa04022-62	cGMP-PKG signaling pathway: ADCY1	ADCY1	DOWN	-0.868286367206095	0.386189629052989	0.414165675832588	gene
N-hsa04022-70	cGMP-PKG signaling pathway: PRKCE	PRKCE	DOWN	-5.59126560324907	6.68545013542132e-08	1.47737253972278e-07	gene
N-hsa04022-72	cGMP-PKG signaling pathway: PRKCE*	PRKCE*	DOWN	-5.59126560324907	6.68545013542132e-08	1.47737253972278e-07	gene
N-hsa04022-74	cGMP-PKG signaling pathway: MYLK4	MYLK4	DOWN	-19.8286163683879	9.38076705884914e-51	7.46011513667195e-49	gene
N-hsa04022-75	cGMP-PKG signaling pathway: CALML6	CALML6	UP	4.51374207632758	1.04050173169401e-05	1.88609942773172e-05	gene
N-hsa04022-76	cGMP-PKG signaling pathway: Calcium cation	Calcium cation	UP	-8	1	1	compound
N-hsa04022-77	cGMP-PKG signaling pathway: IRS1	IRS1	DOWN	-10.7025010146634	9.10287283984095e-22	5.25256932330543e-21	gene
N-hsa04022-78	cGMP-PKG signaling pathway: INSR	INSR	UP	0.710734390493598	0.478006299305615	0.502725173718673	gene
N-hsa04022-79	cGMP-PKG signaling pathway: ADRB1	ADRB1	DOWN	-16.3146077873304	1.12957463621246e-39	2.56657562946004e-38	gene
N-hsa04022-80	cGMP-PKG signaling pathway: GNAI1	GNAI1	UP	1.60880521979349	0.109101870682472	0.128832839109723	gene
N-hsa04022-81	cGMP-PKG signaling pathway: BDKRB2	BDKRB2	DOWN	-4.02320779069462	7.91021708405765e-05	0.000134063050744289	gene
N-hsa04022-82	cGMP-PKG signaling pathway: ADORA1	ADORA1	DOWN	-2.78416703667454	0.00583685650761297	0.00798016771362647	gene
N-hsa04022-83	cGMP-PKG signaling pathway: Bradykinin	Bradykinin	UP	-8	1	1	compound
N-hsa04022-85	cGMP-PKG signaling pathway: Adenosine	Adenosine	UP	-8	1	1	compound
N-hsa04022-86	cGMP-PKG signaling pathway: INS	INS	UP	1.40675091682029	0.160921057692742	0.186473626166277	gene
N-hsa04022-88	cGMP-PKG signaling pathway: GNAI1*	GNAI1*	UP	1.60880521979349	0.109101870682472	0.128832839109723	gene
N-hsa04022-89	cGMP-PKG signaling pathway: GNA13	GNA13	UP	6.83694754066864	7.96444666319951e-11	2.14424751092997e-10	gene
N-hsa04022-90	cGMP-PKG signaling pathway: Hydrogen peroxide	Hydrogen peroxide	UP	-8	1	1	compound
N-hsa04022-30 31	cGMP-PKG signaling pathway: NFATC1 MEF2B	NFATC1 MEF2B	DOWN	-1.43364268755643	0.153102745555862	0.178480798850406	gene
N-hsa04022-30 32 33	cGMP-PKG signaling pathway: NFATC1 GATA4 SRF	NFATC1 GATA4 SRF	UP	5.73034218000445	3.29759966043446e-08	7.40855150078773e-08	gene
N-hsa04022-28	cGMP-PKG signaling pathway: TRPC6	TRPC6	DOWN	-14.3635155544577	2.16562019496131e-33	3.03235712626298e-32	gene
N-hsa04022-19	cGMP-PKG signaling pathway: CNGB1	CNGB1	DOWN	-10.2737725229262	1.86115243346106e-20	1.01805366355899e-19	gene
N-hsa04022-66	cGMP-PKG signaling pathway: PDE3A	PDE3A	DOWN	-8.14130858936892	2.9562023318304e-14	9.86938808629924e-14	gene
N-hsa04022-48	cGMP-PKG signaling pathway: SLC8A2	SLC8A2	DOWN	-1.89220033956412	0.0597856365651692	0.0738451420975198	gene
N-hsa04022-49	cGMP-PKG signaling pathway: ATP1B4	ATP1B4	UP	1.93923998490237	0.05375885259173	0.0667733605579698	gene
N-hsa04022-50	cGMP-PKG signaling pathway: ATP2B1	ATP2B1	DOWN	-6.99696339612426	3.15436707900614e-11	8.79790422260571e-11	gene
N-hsa04022-51	cGMP-PKG signaling pathway: GTF2I	GTF2I	UP	8.29707700946891	1.0962257971175e-14	3.70364303895418e-14	gene
N-hsa04022-45	cGMP-PKG signaling pathway: CREB3	CREB3	UP	2.67058478249308	0.00814103808830539	0.0109352228804154	gene
N-hsa04022-44	cGMP-PKG signaling pathway: BAD	BAD	UP	3.75449433496545	0.000222668895158745	0.000364436716799393	gene
N-hsa04022-23	cGMP-PKG signaling pathway: CACNA1C	CACNA1C	UP	2.60271554938189	0.0098816571839616	0.0131592785556277	gene
N-hsa04022-37 38	cGMP-PKG signaling pathway: ATP2A1 PLN	ATP2A1 PLN	DOWN	-5.40301221443887	1.70686449263889e-07	3.68908726405542e-07	gene
N-hsa04022-9	cGMP-PKG signaling pathway: ITPR1	ITPR1	DOWN	-3.41438268677366	0.00076182773236855	0.00117875216360242	gene
N-hsa04022-43	cGMP-PKG signaling pathway: MAPK1	MAPK1	UP	3.14180594487292	0.00191149526115139	0.00270584324621682	gene
N-hsa04022-71	cGMP-PKG signaling pathway: PPIF	PPIF	UP	9.77603261439001	5.86974878021712e-19	2.7793932582967e-18	gene
N-hsa04022-39	cGMP-PKG signaling pathway: KCNJ8	KCNJ8	DOWN	-9.4770526126604	4.52544002300417e-18	1.96853467480329e-17	gene
N-hsa04022-60	cGMP-PKG signaling pathway: TRPC6*	TRPC6*	DOWN	-14.3635155544577	2.16562019496131e-33	3.03235712626298e-32	gene
N-hsa04022-3	cGMP-PKG signaling pathway: MYL9	MYL9	DOWN	-13.0898796711712	2.71319777290515e-29	2.62557968569901e-28	gene
N-hsa04022-65	cGMP-PKG signaling pathway: PDE2A	PDE2A	DOWN	-20.7356875317358	1.55896534395994e-53	1.9340524057167e-51	gene
N-hsa04022-57	cGMP-PKG signaling pathway: GMP	GMP	UP	-8	1	1	compound
N-hsa04022-46	cGMP-PKG signaling pathway: VASP	VASP	UP	9.07883561639313	6.60437625267179e-17	2.57168524138877e-16	gene
N-hsa04022-63	cGMP-PKG signaling pathway: 3,5-Cyclic AMP	3,5-Cyclic AMP	UP	-8	1	1	compound
N-hsa04022-58	cGMP-PKG signaling pathway: MYH7	MYH7	UP	4.14125893062864	4.9343575327519e-05	8.60011794764261e-05	gene
N-hsa04022-59	cGMP-PKG signaling pathway: NPPB	NPPB	DOWN	-3.00319628188346	0.00298272353808567	0.00415211716937734	gene
N-hsa04024-15	cAMP signaling pathway: CHRM1	CHRM1	DOWN	-10.7054980817057	8.91166538657495e-22	5.18565294492724e-21	gene
N-hsa04024-16	cAMP signaling pathway: GNAI1	GNAI1	UP	1.60880521979349	0.109101870682472	0.128832839109723	gene
N-hsa04024-17	cAMP signaling pathway: GNAS	GNAS	UP	7.01371666457083	2.86072182300604e-11	7.9968713240678e-11	gene
N-hsa04024-18	cAMP signaling pathway: ADCY1	ADCY1	DOWN	-0.868286367206095	0.386189629052989	0.414165675832588	gene
N-hsa04024-19	cAMP signaling pathway: PRKACA	PRKACA	UP	3.34492251247436	0.000968509434439596	0.00143896144235421	gene
N-hsa04024-20	cAMP signaling pathway: PIK3R5	PIK3R5	UP	1.28646020567782	0.199643007157054	0.224915650816419	gene
N-hsa04024-22	cAMP signaling pathway: 3,5-Cyclic AMP	3,5-Cyclic AMP	UP	-8	1	1	compound
N-hsa04024-23	cAMP signaling pathway: MAPK1	MAPK1	UP	3.14180594487292	0.00191149526115139	0.00270584324621682	gene
N-hsa04024-27	cAMP signaling pathway: CALML6	CALML6	UP	5.18843029356644	4.83196570058731e-07	1.00209572854373e-06	gene
N-hsa04024-29	cAMP signaling pathway: RAPGEF3	RAPGEF3	DOWN	-14.0064653642327	3.06613808247164e-32	3.77366161221659e-31	gene
N-hsa04024-37	cAMP signaling pathway: RAP1A	RAP1A	DOWN	-1.02398984865276	0.306971666144335	0.336183835645006	gene
N-hsa04024-38	cAMP signaling pathway: RAF1	RAF1	UP	1.70551035898805	0.0895194519904884	0.108048930046419	gene
N-hsa04024-39	cAMP signaling pathway: MAP2K1	MAP2K1	UP	4.10318532301149	5.75211886031687e-05	9.83743956177159e-05	gene
N-hsa04024-40	cAMP signaling pathway: ARAP3	ARAP3	DOWN	-14.5574456673442	5.13020530005749e-34	8.20171739078778e-33	gene
N-hsa04024-41	cAMP signaling pathway: BRAF	BRAF	DOWN	-3.76539929571658	0.000213739966963769	0.000352332983012559	gene
N-hsa04024-42	cAMP signaling pathway: PLCE1	PLCE1	DOWN	-6.88326802494971	6.09950952719563e-11	1.66308824603053e-10	gene
N-hsa04024-44	cAMP signaling pathway: CREB3	CREB3	UP	8.06105541410864	4.91008990470852e-14	1.62006849355888e-13	gene
N-hsa04024-46	cAMP signaling pathway: RHOA	RHOA	UP	3.71982684364043	0.00025345394149776	0.000410596709091305	gene
N-hsa04024-47	cAMP signaling pathway: ROCK1	ROCK1	DOWN	-4.43381097948115	1.4655488832579e-05	2.63196286127641e-05	gene
N-hsa04024-48	cAMP signaling pathway: PPP1R12A	PPP1R12A	DOWN	-4.73606746420855	3.91810559616754e-06	7.4075004611482e-06	gene
N-hsa04024-49	cAMP signaling pathway: Calcium cation	Calcium cation	UP	-8	1	1	compound
N-hsa04024-50	cAMP signaling pathway: CAMK4	CAMK4	DOWN	-4.410338216307	1.61921528716914e-05	2.90204924192724e-05	gene
N-hsa04024-51	cAMP signaling pathway: ADCYAP1R1	ADCYAP1R1	DOWN	-12.0531310242476	5.47427656773971e-26	4.15686028452391e-25	gene
N-hsa04024-52	cAMP signaling pathway: Dopamine	Dopamine	UP	-8	1	1	compound
N-hsa04024-53	cAMP signaling pathway: Prostaglandin I2	Prostaglandin I2	UP	-8	1	1	compound
N-hsa04024-54	cAMP signaling pathway: Serotonin	Serotonin	UP	-8	1	1	compound
N-hsa04024-55	cAMP signaling pathway: Acetylcholine	Acetylcholine	UP	-8	1	1	compound
N-hsa04024-56	cAMP signaling pathway: 4-Aminobutanoate	4-Aminobutanoate	DOWN	-9.88587600405607	2.75505399894904e-19	1.32272445475858e-18	compound
N-hsa04024-57	cAMP signaling pathway: L-Adrenaline	L-Adrenaline	DOWN	-0.767715815151894	0.443484333400994	0.47016464195631	compound
N-hsa04024-58	cAMP signaling pathway: Adenosine	Adenosine	UP	-8	1	1	compound
N-hsa04024-63	cAMP signaling pathway: GLI3	GLI3	DOWN	-0.771328370689746	0.441345102876934	0.469500598449357	gene
N-hsa04024-64	cAMP signaling pathway: NFKB1	NFKB1	UP	5.75106889525518	2.96491126214381e-08	6.66836278429226e-08	gene
N-hsa04024-65	cAMP signaling pathway: PPARA	PPARA	DOWN	-12.8218319433907	1.95725439223501e-28	1.74688474748688e-27	gene
N-hsa04024-66	cAMP signaling pathway: NFATC1	NFATC1	DOWN	-6.98208357733173	3.43995281277236e-11	9.55148939016425e-11	gene
N-hsa04024-68	cAMP signaling pathway: SOX9	SOX9	DOWN	-2.58989740203442	0.010245617703335	0.0136293301766646	gene
N-hsa04024-71	cAMP signaling pathway: ADCY10	ADCY10	UP	0.141607575173841	0.887520373460973	0.896626852862934	gene
N-hsa04024-72	cAMP signaling pathway: HCO3-	HCO3-	UP	-8	1	1	compound
N-hsa04024-73	cAMP signaling pathway: Calcium cation*	Calcium cation*	UP	-8	1	1	compound
N-hsa04024-74	cAMP signaling pathway: RRAS2	RRAS2	DOWN	-6.7888307377353	1.04955213110212e-10	2.81468736239795e-10	gene
N-hsa04024-75	cAMP signaling pathway: PLD1	PLD1	DOWN	-9.44506956529138	5.62229270720249e-18	2.43031927963603e-17	gene
N-hsa04024-79	cAMP signaling pathway: Endothelin-1	Endothelin-1	UP	-8	1	1	compound
N-hsa04024-80	cAMP signaling pathway: Neuropeptide Y	Neuropeptide Y	UP	-8	1	1	compound
N-hsa04024-81	cAMP signaling pathway: Somatostatin-14	Somatostatin-14	UP	-8	1	1	compound
N-hsa04024-82	cAMP signaling pathway: (S)-Lactate	(S)-Lactate	UP	-8	1	1	compound
N-hsa04024-83	cAMP signaling pathway: NPY	NPY	DOWN	-3.51031450091276	0.000543449881033811	0.000854504337655951	gene
N-hsa04024-84	cAMP signaling pathway: GHRL	GHRL	DOWN	-2.06591971210186	0.0400146800076753	0.0502756856567976	gene
N-hsa04024-85	cAMP signaling pathway: L-Noradrenaline	L-Noradrenaline	UP	-8	1	1	compound
N-hsa04024-86	cAMP signaling pathway: Glucagon-like peptide 1	Glucagon-like peptide 1	UP	-8	1	1	compound
N-hsa04024-87	cAMP signaling pathway: Glucose-dependent insulinotropic peptide	Glucose-dependent insulinotropic peptide	UP	-8	1	1	compound
N-hsa04024-88	cAMP signaling pathway: Pituitary adenylate cyclase-activating peptide-38	Pituitary adenylate cyclase-activating peptide-38	UP	-8	1	1	compound
N-hsa04024-89	cAMP signaling pathway: Thyroid stimulating hormone	Thyroid stimulating hormone	UP	-8	1	1	compound
N-hsa04024-90	cAMP signaling pathway: Corticotropin	Corticotropin	UP	-8	1	1	compound
N-hsa04024-105	cAMP signaling pathway: PPP1R1B	PPP1R1B	DOWN	-10.1023497269179	6.15056831987117e-20	3.11954008897472e-19	gene
N-hsa04024-106	cAMP signaling pathway: PPP1CA	PPP1CA	UP	2.68625645943637	0.00778063793053625	0.0105034378853354	gene
N-hsa04024-120	cAMP signaling pathway: TIAM1	TIAM1	UP	5.60074847826066	6.3733596171006e-08	1.41228358997365e-07	gene
N-hsa04024-121	cAMP signaling pathway: VAV3	VAV3	UP	12.8156938600729	2.04773076129192e-28	1.79916061080648e-27	gene
N-hsa04024-122	cAMP signaling pathway: RAC1	RAC1	UP	9.92211161060421	2.14522789130192e-19	1.03555242099189e-18	gene
N-hsa04024-125	cAMP signaling pathway: Vasoactive intestinal peptide	Vasoactive intestinal peptide	UP	-8	1	1	compound
N-hsa04024-126	cAMP signaling pathway: Oleoylethanolamide	Oleoylethanolamide	UP	-8	1	1	compound
N-hsa04024-127	cAMP signaling pathway: FSHB	FSHB	UP	1.72121680732415	0.0866260100168261	0.105381670942219	gene
N-hsa04024-128	cAMP signaling pathway: Atrial natriuretic peptide	Atrial natriuretic peptide	UP	-8	1	1	compound
N-hsa04024-129	cAMP signaling pathway: (R)-3-Hydroxybutanoate	(R)-3-Hydroxybutanoate	UP	-8	1	1	compound
N-hsa04024-130	cAMP signaling pathway: 3-Hydroxyoctanoate	3-Hydroxyoctanoate	UP	-8	1	1	compound
N-hsa04024-131	cAMP signaling pathway: Succinate	Succinate	UP	4.25241921581719	3.1341293150944e-05	5.51517847986682e-05	compound
N-hsa04024-132	cAMP signaling pathway: Prostaglandin E2	Prostaglandin E2	UP	-8	1	1	compound
N-hsa04024-133	cAMP signaling pathway: Oxytocin	Oxytocin	UP	-8	1	1	compound
N-hsa04024-45	cAMP signaling pathway: CNGB1	CNGB1	DOWN	-8.5352991326817	2.36206164223596e-15	8.3249252084032e-15	gene
N-hsa04024-93	cAMP signaling pathway: ORAI1	ORAI1	UP	4.48316378839017	1.18682580602813e-05	2.14632083813192e-05	gene
N-hsa04024-62	cAMP signaling pathway: BAD	BAD	UP	3.75449433496545	0.000222668895158745	0.000364436716799393	gene
N-hsa04024-44 67	cAMP signaling pathway: CREB3 CREBBP	CREB3 CREBBP	UP	7.69276523509949	4.8709394373714e-13	1.50996688305921e-12	gene
N-hsa04024-107 64	cAMP signaling pathway: NFKBIA NFKB1	NFKBIA NFKB1	UP	2.63614819444328	0.00898633548367236	0.0120523760011286	gene
N-hsa04024-3	cAMP signaling pathway: RYR2	RYR2	DOWN	-1.1643333657277	0.245557824769468	0.272339565000001	gene
N-hsa04024-92	cAMP signaling pathway: GRIN3A	GRIN3A	UP	0.987370241901726	0.324552555465213	0.354748810845941	gene
N-hsa04024-91	cAMP signaling pathway: GRIA1	GRIA1	DOWN	-7.9006750437414	1.34297763346098e-13	4.30961731006644e-13	gene
N-hsa04024-25	cAMP signaling pathway: CFTR	CFTR	DOWN	-9.94006482198505	1.894897011035e-19	9.31382421509518e-19	gene
N-hsa04024-12	cAMP signaling pathway: SLC9A1	SLC9A1	UP	7.28500866898047	5.76767534336658e-12	1.70123110579662e-11	gene
N-hsa04024-34	cAMP signaling pathway: ATP2B1	ATP2B1	DOWN	-6.99696339612426	3.15436707900614e-11	8.79790422260571e-11	gene
N-hsa04024-2	cAMP signaling pathway: CACNA1C	CACNA1C	UP	2.60271554938189	0.0098816571839616	0.0131592785556277	gene
N-hsa04024-60	cAMP signaling pathway: PDE3A	PDE3A	DOWN	-6.46069308625597	6.67180810010025e-10	1.69611580511975e-09	gene
N-hsa04024-78	cAMP signaling pathway: LIPE	LIPE	DOWN	-15.5203238363144	4.03628025957691e-37	7.49612169166335e-36	gene
N-hsa04024-9 95	cAMP signaling pathway: ATP1B4 FXYD1	ATP1B4 FXYD1	DOWN	-18.1653947762384	1.45338014037424e-45	6.09143041266311e-44	gene
N-hsa04024-21	cAMP signaling pathway: AKT3	AKT3	UP	3.37884951250964	0.000861773170517688	0.00130221168738641	gene
N-hsa04024-101	cAMP signaling pathway: HCN4	HCN4	UP	13.3200017734968	4.95651216521435e-30	5.15859814778937e-29	gene
N-hsa04024-43	cAMP signaling pathway: MAPK8	MAPK8	UP	6.5614757228126	3.80360533400432e-10	9.72938716982631e-10	gene
N-hsa04024-59	cAMP signaling pathway: AFDN	AFDN	DOWN	-4.22038767353934	3.57539232284695e-05	6.27565324805309e-05	gene
N-hsa04024-77	cAMP signaling pathway: RHOA*	RHOA*	UP	3.71982684364043	0.00025345394149776	0.000410596709091305	gene
N-hsa04024-111	cAMP signaling pathway: JUN	JUN	DOWN	-13.1799131559754	1.39566747406333e-29	1.36766593074484e-28	gene
N-hsa04024-112	cAMP signaling pathway: GLI1	GLI1	DOWN	-5.85314519040625	1.74941422777029e-08	4.10734915021161e-08	gene
N-hsa04024-108	cAMP signaling pathway: AMH	AMH	UP	6.70714162975715	1.67217556424793e-10	4.45937447335766e-10	gene
N-hsa04024-116	cAMP signaling pathway: ACOX1	ACOX1	DOWN	-1.93391478686607	0.0544144222272033	0.0675605806796121	gene
N-hsa04024-115	cAMP signaling pathway: F2R	F2R	UP	11.2389330259047	1.98411976903887e-23	1.2469599723757e-22	gene
N-hsa04024-123	cAMP signaling pathway: PAK1	PAK1	UP	8.87123373040962	2.61976451661773e-16	9.98795285591872e-16	gene
N-hsa04024-24	cAMP signaling pathway: PLN	PLN	DOWN	-5.40301221443887	1.70686449263889e-07	3.68908726405542e-07	gene
N-hsa04024-7	cAMP signaling pathway: TNNI3	TNNI3	UP	7.62093343412261	7.56929114897647e-13	2.32092501221458e-12	gene
N-hsa04024-31	cAMP signaling pathway: Diacylglycerol	Diacylglycerol	UP	-8	1	1	compound
N-hsa04024-32	cAMP signaling pathway: D-myo-Inositol 1,4,5-trisphosphate	D-myo-Inositol 1,4,5-trisphosphate	UP	-8	1	1	compound
N-hsa04024-109	cAMP signaling pathway: BDNF	BDNF	DOWN	-10.1270810427685	5.17848584530722e-20	2.64597592244157e-19	gene
N-hsa04024-110	cAMP signaling pathway: FOS	FOS	DOWN	-12.3612193571325	5.76300165270112e-27	4.67904440467344e-26	gene
N-hsa04024-118	cAMP signaling pathway: MYL9	MYL9	DOWN	-13.0898796711712	2.71319777290515e-29	2.62557968569901e-28	gene
N-hsa04024-113	cAMP signaling pathway: PTCH1	PTCH1	DOWN	-14.102253593623	1.5062573217441e-32	1.97382754731747e-31	gene
N-hsa04024-114	cAMP signaling pathway: HHIP	HHIP	DOWN	-6.90254822544527	5.45669826293518e-11	1.49637043877042e-10	gene
N-hsa04024-76	cAMP signaling pathway: Phosphatidate	Phosphatidate	UP	-8	1	1	compound
N-hsa04062-2	Chemokine signaling pathway: CCL26	CCL26	DOWN	-7.73745739265936	3.69836242348508e-13	1.16102020182425e-12	gene
N-hsa04062-3	Chemokine signaling pathway: JAK2	JAK2	DOWN	-3.23897102073186	0.00138647234752729	0.00202121926479712	gene
N-hsa04062-7	Chemokine signaling pathway: FGR	FGR	UP	5.90500970208079	1.33484654795057e-08	3.15671107012481e-08	gene
N-hsa04062-9	Chemokine signaling pathway: RHOA	RHOA	UP	3.71982684364043	0.00025345394149776	0.000410596709091305	gene
