path_id	numberOfCircuits	circuit_id	circuit_name
hsa04151	28	P-hsa04151-37	PI3K-Akt signaling pathway: G6PC
hsa04151	28	P-hsa04151-27	PI3K-Akt signaling pathway: FASLG
hsa04151	28	P-hsa04151-28	PI3K-Akt signaling pathway: BCL2L11
hsa04151	28	P-hsa04151-32	PI3K-Akt signaling pathway: BCL2L1
hsa04151	28	P-hsa04151-103	PI3K-Akt signaling pathway: BCL2*
hsa04151	28	P-hsa04151-33	PI3K-Akt signaling pathway: TP53
hsa04151	28	P-hsa04151-98	PI3K-Akt signaling pathway: BCL2L1*
hsa04151	28	P-hsa04151-99	PI3K-Akt signaling pathway: MYB
hsa04151	28	P-hsa04151-105 62	PI3K-Akt signaling pathway: CCND1 CDK2
hsa04151	28	P-hsa04151-73	PI3K-Akt signaling pathway: MAPK1
hsa04151	28	P-hsa04151-96	PI3K-Akt signaling pathway: BCL2
hsa04151	28	P-hsa04151-97	PI3K-Akt signaling pathway: MCL1
hsa04151	28	P-hsa04151-109	PI3K-Akt signaling pathway: RXRA
hsa04151	28	P-hsa04151-110	PI3K-Akt signaling pathway: BCL2**
hsa04151	28	P-hsa04151-2	PI3K-Akt signaling pathway: EIF4E
hsa04151	28	P-hsa04151-5	PI3K-Akt signaling pathway: EIF4B
hsa04151	28	P-hsa04151-4	PI3K-Akt signaling pathway: RPS6
hsa04151	28	P-hsa04151-51	PI3K-Akt signaling pathway: NOS3
hsa04151	28	P-hsa04151-63	PI3K-Akt signaling pathway: CASP9
hsa04151	28	P-hsa04151-100	PI3K-Akt signaling pathway: PRKCA
hsa04151	28	P-hsa04151-101	PI3K-Akt signaling pathway: PKN3
hsa04151	28	P-hsa04151-102	PI3K-Akt signaling pathway: C8orf44-SGK3
hsa04152	29	P-hsa04152-61	AMPK signaling pathway: RPS6KB1
hsa04152	29	P-hsa04152-63	AMPK signaling pathway: PPARG
hsa04152	29	P-hsa04152-62	AMPK signaling pathway: EIF4EBP1
hsa04152	29	P-hsa04152-103	AMPK signaling pathway: ULK1
hsa04152	29	P-hsa04152-15	AMPK signaling pathway: FOXO1
hsa04152	29	P-hsa04152-33	AMPK signaling pathway: CPT1C
hsa04152	29	P-hsa04152-38	AMPK signaling pathway: PFKL
hsa04152	29	P-hsa04152-41	AMPK signaling pathway: FBP1
hsa04152	29	P-hsa04152-24	AMPK signaling pathway: SIRT1
hsa04152	29	P-hsa04152-54	AMPK signaling pathway: SLC2A4*
hsa04152	29	P-hsa04152-53	AMPK signaling pathway: G6PC
hsa04152	29	P-hsa04152-52	AMPK signaling pathway: PCK1
hsa04152	29	P-hsa04152-56	AMPK signaling pathway: FASN
hsa04152	29	P-hsa04152-57	AMPK signaling pathway: ACACA*
hsa04152	29	P-hsa04152-58	AMPK signaling pathway: SCD
hsa04152	29	P-hsa04152-60	AMPK signaling pathway: EEF2
hsa04152	29	P-hsa04152-44	AMPK signaling pathway: SLC2A4
hsa04152	29	P-hsa04152-77	AMPK signaling pathway: CCND1
hsa04152	29	P-hsa04152-78	AMPK signaling pathway: CCNA2
hsa04152	29	P-hsa04152-68	AMPK signaling pathway: PPARGC1A**
hsa04152	29	P-hsa04152-35	AMPK signaling pathway: PFKFB1
hsa04152	29	P-hsa04152-94	AMPK signaling pathway: MLYCD
hsa04152	29	P-hsa04152-49	AMPK signaling pathway: GYS1
hsa04152	29	P-hsa04152-81	AMPK signaling pathway: LIPE
hsa04152	29	P-hsa04152-82	AMPK signaling pathway: HMGCR
hsa04152	29	P-hsa04152-64	AMPK signaling pathway: ACACB
hsa04152	29	P-hsa04152-30	AMPK signaling pathway: ACACA
hsa04152	29	P-hsa04152-87	AMPK signaling pathway: CD36
hsa04152	29	P-hsa04152-89	AMPK signaling pathway: CFTR
hsa04210	33	P-hsa04210-57	Apoptosis: BAK1
hsa04210	33	P-hsa04210-56	Apoptosis: BAX
hsa04210	33	P-hsa04210-102	Apoptosis: PIDD1
hsa04210	33	P-hsa04210-58	Apoptosis: BID*
hsa04210	33	P-hsa04210-61	Apoptosis: APAF1
hsa04210	33	P-hsa04210-62	Apoptosis: TP53AIP1
hsa04210	33	P-hsa04210-63	Apoptosis: FAS*
hsa04210	33	P-hsa04210-64	Apoptosis: TNFRSF10D*
hsa04210	33	P-hsa04210-60	Apoptosis: BBC3
hsa04210	33	P-hsa04210-59	Apoptosis: PMAIP1
hsa04210	33	P-hsa04210-52	Apoptosis: PARP2
hsa04210	33	P-hsa04210-105	Apoptosis: ACTB
hsa04210	33	P-hsa04210-50	Apoptosis: SPTA1
hsa04210	33	P-hsa04210-4	Apoptosis: DFFA
hsa04210	33	P-hsa04210-51	Apoptosis: LMNA
hsa04210	33	P-hsa04210-74	Apoptosis: BAX*
hsa04210	33	P-hsa04210-75	Apoptosis: BAK1*
hsa04210	33	P-hsa04210-69	Apoptosis: PTPN13
hsa04210	33	P-hsa04210-70	Apoptosis: CFLAR*
hsa04210	33	P-hsa04210-10	Apoptosis: BIRC2
hsa04210	33	P-hsa04210-71	Apoptosis: GADD45G
hsa04210	33	P-hsa04210-73	Apoptosis: TRAF1
hsa04210	33	P-hsa04210-3	Apoptosis: BCL2L1
hsa04210	33	P-hsa04210-72	Apoptosis: BCL2A1
hsa04210	33	P-hsa04210-119	Apoptosis: BCL2*
hsa04210	33	P-hsa04210-83	Apoptosis: TP53*
hsa04210	33	P-hsa04210-84	Apoptosis: FAS**
hsa04210	33	P-hsa04210-85	Apoptosis: FASLG*
hsa04210	33	P-hsa04210-86	Apoptosis: BCL2L11
hsa04210	33	P-hsa04210-114	Apoptosis: HRK
hsa04210	33	P-hsa04210-99	Apoptosis: BID**
hsa04210	33	P-hsa04210-106	Apoptosis: TUBA1B
hsa04210	33	P-hsa04210-107	Apoptosis: MCL1
hsa04211	13	P-hsa04211-23	Longevity regulating pathway - mammal: SOD2
hsa04211	13	P-hsa04211-56	Longevity regulating pathway - mammal: CAT
hsa04211	13	P-hsa04211-57	Longevity regulating pathway - mammal: ATG5
hsa04211	13	P-hsa04211-29	Longevity regulating pathway - mammal: EIF4E
hsa04211	13	P-hsa04211-2	Longevity regulating pathway - mammal: RPS6KB1
hsa04211	13	P-hsa04211-43 59 60 61	Longevity regulating pathway - mammal: ULK3 RB1CC1 ATG13 ATG101
hsa04211	13	P-hsa04211-62	Longevity regulating pathway - mammal: EHMT2
hsa04211	13	P-hsa04211-42	Longevity regulating pathway - mammal: PPARGC1A
hsa04211	13	P-hsa04211-38	Longevity regulating pathway - mammal: BAX
hsa04211	13	P-hsa04211-39	Longevity regulating pathway - mammal: TP53*
hsa04211	13	P-hsa04211-51	Longevity regulating pathway - mammal: NFKB1
hsa04211	13	P-hsa04211-52	Longevity regulating pathway - mammal: PPARG
hsa04211	13	P-hsa04211-50	Longevity regulating pathway - mammal: PPARGC1A*
hsa04213	10	P-hsa04213-52	Longevity regulating pathway - multiple species: SOD2
hsa04213	10	P-hsa04213-60	Longevity regulating pathway - multiple species: CAT
hsa04213	10	P-hsa04213-61	Longevity regulating pathway - multiple species: ATG5
hsa04213	10	P-hsa04213-2	Longevity regulating pathway - multiple species: RPS6KB1
hsa04213	10	P-hsa04213-53	Longevity regulating pathway - multiple species: SOD1
hsa04213	10	P-hsa04213-55	Longevity regulating pathway - multiple species: CRYAB
hsa04213	10	P-hsa04213-13	Longevity regulating pathway - multiple species: RPS6KB1*
hsa04213	10	P-hsa04213-54	Longevity regulating pathway - multiple species: SOD2*
hsa04213	10	P-hsa04213-62	Longevity regulating pathway - multiple species: CAT*
hsa04213	10	P-hsa04213-71	Longevity regulating pathway - multiple species: SIRT1**
hsa04218	7	P-hsa04218-36 38	Cellular senescence: MYBL2 LIN54
hsa04218	7	P-hsa04218-37 38	Cellular senescence: FOXM1 LIN54
hsa04218	7	P-hsa04218-52 53	Cellular senescence: CDK1 CCNB3
hsa04218	7	P-hsa04218-63	Cellular senescence: ZFP36L1
hsa04218	7	P-hsa04218-58	Cellular senescence: NFKB1
hsa04218	7	P-hsa04218-72	Cellular senescence: IL1A*
hsa04218	7	P-hsa04218-74	Cellular senescence: NFATC1
hsa04261	17	P-hsa04261-8 38	Adrenergic signaling in cardiomyocytes: ATP2A2 PLN
hsa04261	17	P-hsa04261-39	Adrenergic signaling in cardiomyocytes: SCN1B
hsa04261	17	P-hsa04261-3	Adrenergic signaling in cardiomyocytes: RYR2
hsa04261	17	P-hsa04261-15 17	Adrenergic signaling in cardiomyocytes: ACTC1 MYH6
hsa04261	17	P-hsa04261-15 16	Adrenergic signaling in cardiomyocytes: ACTC1 TPM1
hsa04261	17	P-hsa04261-20	Adrenergic signaling in cardiomyocytes: ATP1B4
hsa04261	17	P-hsa04261-23	Adrenergic signaling in cardiomyocytes: SLC9A1
hsa04261	17	P-hsa04261-73	Adrenergic signaling in cardiomyocytes: KCNE1
hsa04261	17	P-hsa04261-72	Adrenergic signaling in cardiomyocytes: ATP2B1
hsa04261	17	P-hsa04261-4	Adrenergic signaling in cardiomyocytes: SLC8A1
hsa04261	17	P-hsa04261-37	Adrenergic signaling in cardiomyocytes: CREB3
hsa04261	17	P-hsa04261-14 16	Adrenergic signaling in cardiomyocytes: TNNI3 TPM1
hsa04261	17	P-hsa04261-52	Adrenergic signaling in cardiomyocytes: MAPK14
hsa04261	17	P-hsa04261-34	Adrenergic signaling in cardiomyocytes: AKT3
hsa04261	17	P-hsa04261-36	Adrenergic signaling in cardiomyocytes: MAPK1
hsa04261	17	P-hsa04261-62	Adrenergic signaling in cardiomyocytes: BCL2
hsa04261	17	P-hsa04261-66	Adrenergic signaling in cardiomyocytes: D-myo-Inositol 1,4,5-trisphosphate
hsa04270	7	P-hsa04270-10 3 71	Vascular smooth muscle contraction: ACTA2 MYL9 MYH11
hsa04270	7	P-hsa04270-24	Vascular smooth muscle contraction: ACTA2
hsa04270	7	P-hsa04270-46	Vascular smooth muscle contraction: ITPR1*
hsa04270	7	P-hsa04270-48	Vascular smooth muscle contraction: KCNMB2*
hsa04270	7	P-hsa04270-65	Vascular smooth muscle contraction: NPR2
hsa04270	7	P-hsa04270-17	Vascular smooth muscle contraction: ITPR1
hsa04270	7	P-hsa04270-28	Vascular smooth muscle contraction: KCNMB2
hsa04310	12	P-hsa04310-13	Wnt signaling pathway: NFATC1
hsa04310	12	P-hsa04310-16	Wnt signaling pathway: CAMK2A
hsa04310	12	P-hsa04310-14	Wnt signaling pathway: PRKCA
hsa04310	12	P-hsa04310-20	Wnt signaling pathway: MAPK8
hsa04310	12	P-hsa04310-22	Wnt signaling pathway: ROCK2
hsa04310	12	P-hsa04310-36	Wnt signaling pathway: MYC
hsa04310	12	P-hsa04310-35	Wnt signaling pathway: JUN
hsa04310	12	P-hsa04310-34	Wnt signaling pathway: FOSL1
hsa04310	12	P-hsa04310-33	Wnt signaling pathway: CCND1
hsa04310	12	P-hsa04310-32	Wnt signaling pathway: PPARD
hsa04310	12	P-hsa04310-31	Wnt signaling pathway: MMP7
hsa04310	12	P-hsa04310-57	Wnt signaling pathway: SIAH1
hsa04330	3	P-hsa04330-12	Notch signaling pathway: HES1
hsa04330	3	P-hsa04330-11	Notch signaling pathway: PTCRA
hsa04330	3	P-hsa04330-19	Notch signaling pathway: DTX2
hsa04340	15	P-hsa04340-13	Hedgehog signaling pathway: GLI1*
hsa04340	15	P-hsa04340-14	Hedgehog signaling pathway: PTCH1
hsa04340	15	P-hsa04340-15	Hedgehog signaling pathway: HHIP
hsa04340	15	P-hsa04340-49	Hedgehog signaling pathway: CCND1
hsa04340	15	P-hsa04340-50	Hedgehog signaling pathway: BCL2
hsa04340	15	P-hsa04340-17	Hedgehog signaling pathway: SMO
hsa04340	15	P-hsa04340-26	Hedgehog signaling pathway: PTCH1**
hsa04340	15	P-hsa04340-31	Hedgehog signaling pathway: GLI1***
hsa04340	15	P-hsa04340-32	Hedgehog signaling pathway: PTCH1***
hsa04340	15	P-hsa04340-33	Hedgehog signaling pathway: HHIP*
hsa04340	15	P-hsa04340-51	Hedgehog signaling pathway: CCND1*
hsa04340	15	P-hsa04340-52	Hedgehog signaling pathway: BCL2*
hsa04340	15	P-hsa04340-46	Hedgehog signaling pathway: PRKACA
hsa04340	15	P-hsa04340-20 22	Hedgehog signaling pathway: GLI1 SUFU*
hsa04340	15	P-hsa04340-40	Hedgehog signaling pathway: SUFU
hsa04350	6	P-hsa04350-32	TGF-beta signaling pathway: RPS6KB1
hsa04350	6	P-hsa04350-34	TGF-beta signaling pathway: ROCK1
hsa04350	6	P-hsa04350-21	TGF-beta signaling pathway: CDKN2B
hsa04350	6	P-hsa04350-10	TGF-beta signaling pathway: SMAD4
hsa04350	6	P-hsa04350-11	TGF-beta signaling pathway: SMAD4*
hsa04350	6	P-hsa04350-41	TGF-beta signaling pathway: SMAD4***
hsa04360	31	P-hsa04360-19	Axon guidance: CDC42
hsa04360	31	P-hsa04360-131	Axon guidance: RAC1****
hsa04360	31	P-hsa04360-31	Axon guidance: CDC42*
hsa04360	31	P-hsa04360-20	Axon guidance: ROCK1
hsa04360	31	P-hsa04360-59	Axon guidance: MAPK1*
hsa04360	31	P-hsa04360-123	Axon guidance: ENAH
hsa04360	31	P-hsa04360-29	Axon guidance: RASA1
hsa04360	31	P-hsa04360-51	Axon guidance: FYN
hsa04360	31	P-hsa04360-6	Axon guidance: MAPK1
hsa04360	31	P-hsa04360-58	Axon guidance: PLXNC1
hsa04360	31	P-hsa04360-108	Axon guidance: CFL1
hsa04360	31	P-hsa04360-111	Axon guidance: RHOA***
hsa04360	31	P-hsa04360-21	Axon guidance: PAK4
hsa04360	31	P-hsa04360-114	Axon guidance: RAF1
hsa04360	31	P-hsa04360-4	Axon guidance: GNAI1*
hsa04360	31	P-hsa04360-3	Axon guidance: GNAI1
hsa04360	31	P-hsa04360-82	Axon guidance: ILK
hsa04360	31	P-hsa04360-81	Axon guidance: FYN*
hsa04360	31	P-hsa04360-96	Axon guidance: GSK3B
hsa04360	31	P-hsa04360-89	Axon guidance: CAMK2A
hsa04360	31	P-hsa04360-101 103	Axon guidance: DPYSL2 DPYSL5
hsa04360	31	P-hsa04360-125	Axon guidance: ENAH*
hsa04360	31	P-hsa04360-40 142	Axon guidance: UNC5D PTPN11
hsa04360	31	P-hsa04360-40 139	Axon guidance: UNC5D DCC
hsa04360	31	P-hsa04360-11	Axon guidance: NFATC2
hsa04360	31	P-hsa04360-145	Axon guidance: ABLIM3
hsa04360	31	P-hsa04360-33 134	Axon guidance: NCK1 PAK4
hsa04360	31	P-hsa04360-35	Axon guidance: ROCK1*
hsa04360	31	P-hsa04360-18	Axon guidance: PTK2
hsa04360	31	P-hsa04360-117	Axon guidance: CFL1*
hsa04360	31	P-hsa04360-122	Axon guidance: CFL1**
hsa04370	10	P-hsa04370-16	VEGF signaling pathway: HSPB1
hsa04370	10	P-hsa04370-36	VEGF signaling pathway: NOS3
hsa04370	10	P-hsa04370-37	VEGF signaling pathway: CASP9
hsa04370	10	P-hsa04370-38	VEGF signaling pathway: BAD
hsa04370	10	P-hsa04370-39	VEGF signaling pathway: RAC1
hsa04370	10	P-hsa04370-14	VEGF signaling pathway: PTGS2
hsa04370	10	P-hsa04370-15	VEGF signaling pathway: PLA2G4B
hsa04370	10	P-hsa04370-28	VEGF signaling pathway: SHC2
hsa04370	10	P-hsa04370-23	VEGF signaling pathway: PTK2
hsa04370	10	P-hsa04370-25	VEGF signaling pathway: PXN
hsa04380	9	P-hsa04380-32	Osteoclast differentiation: AKT3
hsa04380	9	P-hsa04380-72	Osteoclast differentiation: MAPK1
hsa04380	9	P-hsa04380-69	Osteoclast differentiation: NFKB2
hsa04380	9	P-hsa04380-38	Osteoclast differentiation: FOS
hsa04380	9	P-hsa04380-16	Osteoclast differentiation: NFKB1
hsa04380	9	P-hsa04380-20	Osteoclast differentiation: MAP2K1
hsa04380	9	P-hsa04380-48	Osteoclast differentiation: NFATC1
hsa04380	9	P-hsa04380-51	Osteoclast differentiation: FOS*
hsa04380	9	P-hsa04380-68	Osteoclast differentiation: TGFBR1
hsa04390	23	P-hsa04390-17 51	Hippo signaling pathway: YWHAQ YAP1
hsa04390	23	P-hsa04390-14	Hippo signaling pathway: AREG
hsa04390	23	P-hsa04390-13	Hippo signaling pathway: BIRC5
hsa04390	23	P-hsa04390-95	Hippo signaling pathway: AFP
hsa04390	23	P-hsa04390-52	Hippo signaling pathway: ITGB2
hsa04390	23	P-hsa04390-96	Hippo signaling pathway: FGF1
hsa04390	23	P-hsa04390-90	Hippo signaling pathway: BBC3
hsa04390	23	P-hsa04390-12	Hippo signaling pathway: CTGF
hsa04390	23	P-hsa04390-94	Hippo signaling pathway: GLI2
hsa04390	23	P-hsa04390-58	Hippo signaling pathway: SMAD7
hsa04390	23	P-hsa04390-59	Hippo signaling pathway: SERPINE1
hsa04390	23	P-hsa04390-60	Hippo signaling pathway: CTGF*
hsa04390	23	P-hsa04390-88	Hippo signaling pathway: ID1
hsa04390	23	P-hsa04390-89	Hippo signaling pathway: ID2
hsa04390	23	P-hsa04390-74	Hippo signaling pathway: AXIN1
hsa04390	23	P-hsa04390-75	Hippo signaling pathway: NKD1
hsa04390	23	P-hsa04390-76	Hippo signaling pathway: MYC
hsa04390	23	P-hsa04390-77	Hippo signaling pathway: CCND1
hsa04390	23	P-hsa04390-78	Hippo signaling pathway: SOX2
hsa04390	23	P-hsa04390-79	Hippo signaling pathway: SNAI2
hsa04390	23	P-hsa04390-80	Hippo signaling pathway: BIRC2
hsa04390	23	P-hsa04390-18	Hippo signaling pathway: MOB1A
hsa04390	23	P-hsa04390-5	Hippo signaling pathway: SAV1
hsa04510	12	P-hsa04510-20 69	Focal adhesion: VASP ACTB
hsa04510	12	P-hsa04510-24 69	Focal adhesion: ZYX ACTB
hsa04510	12	P-hsa04510-47	Focal adhesion: CCND1
hsa04510	12	P-hsa04510-42	Focal adhesion: BIRC2
hsa04510	12	P-hsa04510-44	Focal adhesion: BCL2
hsa04510	12	P-hsa04510-43	Focal adhesion: BAD
hsa04510	12	P-hsa04510-19 23	Focal adhesion: VCL TLN1
hsa04510	12	P-hsa04510-23 4 5	Focal adhesion: TLN1 ITGB1 ITGA11
hsa04510	12	P-hsa04510-19 26	Focal adhesion: VCL ACTN4
hsa04510	12	P-hsa04510-6 4 5	Focal adhesion: FLNA ITGB1 ITGA11
hsa04510	12	P-hsa04510-20 4 5	Focal adhesion: VASP ITGB1 ITGA11
hsa04510	12	P-hsa04510-26 4 5	Focal adhesion: ACTN4 ITGB1 ITGA11
hsa04520	16	P-hsa04520-69	Adherens junction: IQGAP1**
hsa04520	16	P-hsa04520-9 57	Adherens junction: LEF1 CTNNB1
hsa04520	16	P-hsa04520-58	Adherens junction: CDH1*
hsa04520	16	P-hsa04520-10	Adherens junction: NLK
hsa04520	16	P-hsa04520-4	Adherens junction: CTNND1
hsa04520	16	P-hsa04520-17	Adherens junction: SNAI1
hsa04520	16	P-hsa04520-1 13	Adherens junction: SMAD4 SMAD2
hsa04520	16	P-hsa04520-18	Adherens junction: SNAI2
hsa04520	16	P-hsa04520-7 68	Adherens junction: CDH1 CTNNB1
hsa04520	16	P-hsa04520-44 52 45	Adherens junction: ACTB ACTN4 CTNNA1
hsa04520	16	P-hsa04520-64	Adherens junction: CTNND1**
hsa04520	16	P-hsa04520-44 49	Adherens junction: ACTB VCL
hsa04520	16	P-hsa04520-44 47	Adherens junction: ACTB TJP1
hsa04520	16	P-hsa04520-34	Adherens junction: RHOA
hsa04520	16	P-hsa04520-43	Adherens junction: ACTB
hsa04520	16	P-hsa04520-73	Adherens junction: PARD3
hsa04530	25	P-hsa04530-20 22	Tight junction: ACTB MYL12B
hsa04530	25	P-hsa04530-22 33	Tight junction: MYL12B CGN
hsa04530	25	P-hsa04530-11 20 16	Tight junction: TJP1 ACTB CTTN
hsa04530	25	P-hsa04530-13 45 20	Tight junction: EPB41 TJP2 ACTB
hsa04530	25	P-hsa04530-14 20 43	Tight junction: CTNNA1 ACTB ACTN4
hsa04530	25	P-hsa04530-20 37	Tight junction: ACTB TJP3
hsa04530	25	P-hsa04530-20 31	Tight junction: ACTB MLLT4
hsa04530	25	P-hsa04530-20 62	Tight junction: ACTB SHROOM1
hsa04530	25	P-hsa04530-1 5	Tight junction: IGSF5 IGSF5
hsa04530	25	P-hsa04530-5 11 31	Tight junction: IGSF5 TJP1 MLLT4
hsa04530	25	P-hsa04530-5 10	Tight junction: IGSF5 MAGI1
hsa04530	25	P-hsa04530-5 15	Tight junction: IGSF5 MPDZ
hsa04530	25	P-hsa04530-4 37 11	Tight junction: OCLN TJP3 TJP1
hsa04530	25	P-hsa04530-6 11 45	Tight junction: CLDN24 TJP1 TJP2
hsa04530	25	P-hsa04530-11 36 14	Tight junction: TJP1 CTNNB1 CTNNA1
hsa04530	25	P-hsa04530-11 24 23	Tight junction: TJP1 YBX3 CDK4
hsa04530	25	P-hsa04530-11 33	Tight junction: TJP1 CGN
hsa04530	25	P-hsa04530-11 13	Tight junction: TJP1 EPB41
hsa04530	25	P-hsa04530-11 43	Tight junction: TJP1 ACTN4
hsa04530	25	P-hsa04530-11 62	Tight junction: TJP1 SHROOM1
hsa04530	25	P-hsa04530-4 53	Tight junction: OCLN OCLN
hsa04530	25	P-hsa04530-4 45	Tight junction: OCLN TJP2
hsa04530	25	P-hsa04530-8	Tight junction: LLGL2
hsa04530	25	P-hsa04530-7 52	Tight junction: PARD6A MPP5
hsa04530	25	P-hsa04530-30	Tight junction: AKT3
hsa04540	5	P-hsa04540-18 19	Gap junction: GJA1 GJA1***
hsa04540	5	P-hsa04540-14 16	Gap junction: GJA1 GJA1
hsa04540	5	P-hsa04540-14 15	Gap junction: GJA1 GJA1*
hsa04540	5	P-hsa04540-14 31	Gap junction: GJA1 TJP1
hsa04540	5	P-hsa04540-16 17	Gap junction: GJA1 GJA1**
hsa04550	14	P-hsa04550-101	Signaling pathways regulating pluripotency of stem cells: ESRRB
hsa04550	14	P-hsa04550-9	Signaling pathways regulating pluripotency of stem cells: HNF1A
hsa04550	14	P-hsa04550-66	Signaling pathways regulating pluripotency of stem cells: MYC
hsa04550	14	P-hsa04550-17	Signaling pathways regulating pluripotency of stem cells: AKT3
hsa04550	14	P-hsa04550-22	Signaling pathways regulating pluripotency of stem cells: SMAD2
hsa04550	14	P-hsa04550-69	Signaling pathways regulating pluripotency of stem cells: ID1
hsa04550	14	P-hsa04550-25	Signaling pathways regulating pluripotency of stem cells: MAPK1
hsa04550	14	P-hsa04550-60	Signaling pathways regulating pluripotency of stem cells: MAPK14
hsa04550	14	P-hsa04550-53 64	Signaling pathways regulating pluripotency of stem cells: SMAD1 SMAD4
hsa04550	14	P-hsa04550-34	Signaling pathways regulating pluripotency of stem cells: MAPK1*
hsa04550	14	P-hsa04550-36	Signaling pathways regulating pluripotency of stem cells: AKT3*
hsa04550	14	P-hsa04550-62 63	Signaling pathways regulating pluripotency of stem cells: SMAD2 SMAD4
hsa04550	14	P-hsa04550-47	Signaling pathways regulating pluripotency of stem cells: CTNNB1*
hsa04550	14	P-hsa04550-67	Signaling pathways regulating pluripotency of stem cells: MYC*
hsa04610	10	P-hsa04610-7	Complement and coagulation cascades: Fibrin
hsa04610	10	P-hsa04610-17	Complement and coagulation cascades: PLG
hsa04610	10	P-hsa04610-57	Complement and coagulation cascades: PLAUR
hsa04610	10	P-hsa04610-11	Complement and coagulation cascades: F2R
hsa04610	10	P-hsa04610-58	Complement and coagulation cascades: F2RL2
hsa04610	10	P-hsa04610-52	Complement and coagulation cascades: CPB2
hsa04610	10	P-hsa04610-46	Complement and coagulation cascades: C2
hsa04610	10	P-hsa04610-45	Complement and coagulation cascades: C4A
hsa04610	10	P-hsa04610-23	Complement and coagulation cascades: BDKRB1
hsa04610	10	P-hsa04610-44	Complement and coagulation cascades: C3
hsa04611	5	P-hsa04611-7	Platelet activation: ITPR1
hsa04611	5	P-hsa04611-92	Platelet activation: RHOA*
hsa04611	5	P-hsa04611-34	Platelet activation: Thromboxane A2*
hsa04611	5	P-hsa04611-43	Platelet activation: MYL12B
hsa04611	5	P-hsa04611-25	Platelet activation: ORAI1
hsa04612	3	P-hsa04612-17 28	Antigen processing and presentation: CD4 HLA-DMA
hsa04612	3	P-hsa04612-18	Antigen processing and presentation: KIR2DS2
hsa04612	3	P-hsa04612-39	Antigen processing and presentation: PSME3
hsa04620	18	P-hsa04620-19	Toll-like receptor signaling pathway: CXCL10
hsa04620	18	P-hsa04620-18	Toll-like receptor signaling pathway: CXCL11
hsa04620	18	P-hsa04620-77	Toll-like receptor signaling pathway: CXCL9
hsa04620	18	P-hsa04620-21	Toll-like receptor signaling pathway: IFNA1
hsa04620	18	P-hsa04620-20	Toll-like receptor signaling pathway: IFNB1*
hsa04620	18	P-hsa04620-46	Toll-like receptor signaling pathway: TNF
hsa04620	18	P-hsa04620-34	Toll-like receptor signaling pathway: IL1B
hsa04620	18	P-hsa04620-39	Toll-like receptor signaling pathway: IL6
hsa04620	18	P-hsa04620-86	Toll-like receptor signaling pathway: IL12A
hsa04620	18	P-hsa04620-29	Toll-like receptor signaling pathway: CXCL8
hsa04620	18	P-hsa04620-40	Toll-like receptor signaling pathway: CCL5
hsa04620	18	P-hsa04620-76	Toll-like receptor signaling pathway: CCL3L3
hsa04620	18	P-hsa04620-87	Toll-like receptor signaling pathway: CCL4L1
hsa04620	18	P-hsa04620-12	Toll-like receptor signaling pathway: NFKB1
hsa04620	18	P-hsa04620-23	Toll-like receptor signaling pathway: CD40
hsa04620	18	P-hsa04620-48	Toll-like receptor signaling pathway: CD80
hsa04620	18	P-hsa04620-22	Toll-like receptor signaling pathway: CD86
hsa04620	18	P-hsa04620-66	Toll-like receptor signaling pathway: CASP8
hsa04621	13	P-hsa04621-6	NOD-like receptor signaling pathway: NFKB1
hsa04621	13	P-hsa04621-4 7 8	NOD-like receptor signaling pathway: IKBKG CHUK IKBKB
hsa04621	13	P-hsa04621-43	NOD-like receptor signaling pathway: MAPK1
hsa04621	13	P-hsa04621-42	NOD-like receptor signaling pathway: MAPK8
hsa04621	13	P-hsa04621-44	NOD-like receptor signaling pathway: MAPK14
hsa04621	13	P-hsa04621-28	NOD-like receptor signaling pathway: CASP8
hsa04621	13	P-hsa04621-33 35	NOD-like receptor signaling pathway: NLRC4 PYCARD
hsa04621	13	P-hsa04621-34 35	NOD-like receptor signaling pathway: CASP1 PYCARD
hsa04621	13	P-hsa04621-21 30	NOD-like receptor signaling pathway: NLRP3 PYCARD
hsa04621	13	P-hsa04621-30 32	NOD-like receptor signaling pathway: PYCARD CASP1
hsa04621	13	P-hsa04621-23	NOD-like receptor signaling pathway: CASP1
hsa04621	13	P-hsa04621-29	NOD-like receptor signaling pathway: CASP5
hsa04621	13	P-hsa04621-21 31 41	NOD-like receptor signaling pathway: NLRP3 CARD8 CASP1
hsa04622	7	P-hsa04622-6	RIG-I-like receptor signaling pathway: NFKB1
hsa04622	7	P-hsa04622-45	RIG-I-like receptor signaling pathway: MAPK14
hsa04622	7	P-hsa04622-44	RIG-I-like receptor signaling pathway: MAPK8
hsa04622	7	P-hsa04622-21 22 23	RIG-I-like receptor signaling pathway: CHUK IKBKB IKBKG
hsa04622	7	P-hsa04622-11	RIG-I-like receptor signaling pathway: IRF7
hsa04622	7	P-hsa04622-9 35	RIG-I-like receptor signaling pathway: IRF3 PIN1
hsa04622	7	P-hsa04622-5 33	RIG-I-like receptor signaling pathway: MAVS TMEM173
hsa04623	4	P-hsa04623-8	Cytosolic DNA-sensing pathway: TBK1
hsa04623	4	P-hsa04623-9	Cytosolic DNA-sensing pathway: IKBKE
hsa04623	4	P-hsa04623-25	Cytosolic DNA-sensing pathway: NFKB1*
hsa04623	4	P-hsa04623-17	Cytosolic DNA-sensing pathway: NFKB1
